Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,3 Year Low,3 Year High,5 Year Low,5 Year High,All Time Low,All Time High,Market Cap(Cr),Enterprise Value(Cr),1-Week Return,1-Month Return,3-Month Return(%),1-Year Return(%),3-Year Return,5-Year Return(%),10-Year Return(%),Price to Earnings,Median P/E,Price to Book,Median P/B,Earning Yield(%),Price earnings to growth,Dividend Yield(%),EV / EBITDA,Price / Sales,Price / Cash Flow,Earning Per Share,Book Value Per Share,Cash Flow Per Share,Free Cash Flow Per Share,Dividend Per Share,Delta
Godrej Consumer Products Ltd.,532424,GODREJCP,INE102D01028,Consumer Staples,Household & Personal Products,2022-09-05,893.50,-2.42,660.05,"1,138.00",425.10,"1,138.50",425.10,"1,138.50",3.29,"1,138.50","91,396.63","93,153.70",-0.48,4.57,17.05,-20.18,15.30,7.78,14.71,53.30,46.25,7.69,9.16,2.52,9.00,0.00,38.62,7.37,63.01,16.77,116.25,14.19,11.54,0.00,0.21
Godrej Industries Ltd.,500164,GODREJIND,INE233A01035,Diversified,Diversified,2022-09-05,469.10,-0.56,405.00,662.00,233.40,674.35,233.40,674.35,1.77,699.70,"15,791.70","24,337.82",-2.50,4.69,-1.93,-17.89,5.46,-5.15,6.70,21.96,36.75,2.15,2.71,11.63,0.62,0.00,11.27,1.03,-8.99,21.36,217.82,-52.17,-67.33,0.00,0.29
Godrej Properties Ltd.,533150,GODREJPROP,INE484J01027,Construction,Real Estate,2022-09-05,"1,428.60",0.69,"1,129.55","2,598.00",505.00,"2,598.00",460.40,"2,598.00",153.90,"2,598.00","39,672.04","39,899.53",3.18,2.67,5.43,-9.61,16.97,18.91,19.53,104.21,85.98,4.53,5.29,4.23,5.50,0.00,42.03,20.00,-87.83,13.69,315.31,-16.25,-4.66,0.00,0.45
G R Infraprojects Ltd.,543317,GRINFRA,INE201P01022,Construction,Infrastructure,2022-09-05,"1,353.75",0.55,"1,078.85","2,277.00",,,,,"1,074.35","2,277.00","13,024.49","17,180.16",-2.90,2.57,-4.47,-17.45,,,,12.83,16.04,2.50,3.33,10.56,-2.50,0.00,8.49,1.46,88.00,105.03,539.43,15.31,-69.24,0.00,0.41
Gujarat Fluorochemicals Ltd.,542812,FLUOROCHEM,INE09N301011,Chemicals,Misc.Chem.,2022-09-05,"3,457.25",3.09,"1,630.90","3,685.00",,,,,217.35,"3,685.00","37,912.53","38,356.20",4.53,4.13,21.40,105.45,,,,40.35,41.46,8.32,7.16,3.76,0.05,0.00,25.03,8.66,61.51,85.54,414.98,56.11,-41.63,0.00,0.06
Hathway Cable & Datacom Ltd.,533162,HATHWAY,INE982F01036,Communication,Telecom Services,2022-09-05,18.70,3.31,14.35,27.60,10.50,57.45,10.50,57.45,10.50,77.12,"3,310.10","2,289.54",10.98,9.36,4.47,-21.26,-16.13,-10.19,-6.90,32.40,24.17,0.80,1.19,6.06,1.84,0.00,5.18,1.84,9.95,0.58,23.33,1.88,-0.22,0.00,0.32
IDBI Bank Ltd.,500116,IDBI,INE008A01015,Financial,Banking,2022-09-05,43.30,0.23,30.50,65.25,17.25,65.25,17.25,91.50,10.63,202.25,"46,557.90","33,994.89",-5.36,3.71,18.79,13.50,16.98,-4.67,-6.73,17.24,22.44,1.34,1.15,38.38,1.78,0.00,5.10,2.58,-11.84,2.51,32.44,-3.66,-12.56,0.00,0.34
IDFC First Bank Ltd.,539437,IDFCFIRSTB,INE092T01019,Financial,Banking,2022-09-05,50.80,4.63,28.95,53.50,17.65,69.30,17.65,70.40,17.65,83.45,"31,567.93","67,490.79",4.85,18.00,43.71,11.28,5.96,-2.33,,25.49,24.52,1.46,1.19,15.86,0.70,0.00,20.86,1.75,11.78,1.99,34.65,4.31,-2.10,0.00,0.05
IDFC Ltd.,532659,IDFC,INE043D01016,Financial,SIDCs/SFCs,2022-09-05,69.35,1.99,42.20,70.40,13.25,70.40,13.25,70.40,13.25,235.00,"11,071.70","10,560.17",4.21,17.64,39.40,34.40,25.78,3.50,-6.05,15.23,50.10,1.24,0.72,1.99,-0.32,0.00,51.19,34.39,226.79,4.55,55.96,0.31,-0.50,0.00,0.01
IFB Industries Ltd.,505726,IFBIND,INE559A01017,Consumer Discretionary,Kitchenware & Appliances,2022-09-05,"1,018.35",1.22,819.00,"1,365.85",219.15,"1,502.90",219.15,"1,546.95",0.00,"1,546.95","4,126.23","3,986.61",-1.98,1.43,15.93,-4.07,13.10,7.91,28.10,,53.30,6.31,5.81,1.02,,0.00,28.39,1.06,81.61,-1.24,160.27,12.48,-1.75,0.00,0.25
Indiabulls Real Estate Ltd.,532832,IBREALEST,INE069I01010,Construction,Real Estate,2022-09-05,90.35,3.67,58.00,195.90,36.80,195.90,36.80,263.65,36.80,850.00,"4,888.62","5,747.71",6.36,26.72,19.83,-38.10,11.09,-17.62,7.15,,11.33,1.15,1.06,1.74,,0.00,313.19,4.54,5.73,-3.57,78.27,18.90,12.26,0.00,0.54
Indian Overseas Bank,532388,IOB,INE565A01014,Financial,Banking,2022-09-05,17.80,0.85,15.25,24.60,6.05,29.00,6.05,29.00,4.25,228.90,"33,646.29",-517.87,-0.28,0.28,1.42,-9.87,21.19,-4.66,-12.49,18.95,31.77,1.63,0.97,"-6,374.65",3.30,0.00,-0.09,1.97,6.07,0.94,10.93,2.93,0.88,0.00,0.28
Inox Leisure Ltd.,532706,INOXLEISUR,INE312H01016,Services,Leisure & Recreation,2022-09-05,523.65,3.63,299.00,622.30,158.20,622.30,158.20,622.30,18.95,622.30,"6,412.40","6,057.01",2.55,-10.75,4.81,70.40,25.14,16.34,24.72,,23.72,8.57,4.28,3.36,,0.00,12.57,5.16,83.44,-4.91,61.13,6.29,0.29,0.00,0.16
Interglobe Aviation Ltd.,539448,INDIGO,INE646L01027,Services,Air Transport,2022-09-05,"2,019.90",-0.47,"1,511.75","2,380.00",765.05,"2,380.00",691.00,"2,380.00",691.00,"2,380.00","77,834.66","63,840.11",2.29,1.70,11.44,2.76,7.17,9.81,,,32.10,-10.96,7.95,-1.29,,0.00,19.13,2.18,37.23,-105.13,-184.23,54.26,-17.61,0.00,0.15
IRB Infrastructure Developers Ltd.,532947,IRB,INE821I01014,Construction,Construction,2022-09-05,240.90,2.93,165.10,346.95,45.60,346.95,45.60,346.95,45.60,346.95,"14,553.99","27,853.75",-0.52,-1.29,5.73,36.84,52.33,2.50,6.62,22.30,8.38,1.12,0.80,12.61,8.48,0.00,7.46,2.38,39.97,10.81,214.64,6.03,-38.89,0.00,0.31
ITI Ltd.,523610,ITI,INE248A01017,Communication,Communication Equipment,2022-09-05,115.30,1.81,81.00,133.50,44.80,151.65,44.80,164.90,6.70,164.90,"10,859.46","11,578.30",1.10,-2.21,23.38,-1.20,19.63,3.32,18.21,100.51,71.76,4.19,39.50,4.81,-2.17,0.00,32.75,6.04,114.22,1.15,27.53,1.02,-0.19,0.00,0.14
Jindal Stainless (Hisar) Ltd.,539597,JSLHISAR,INE455T01018,Metals & Mining,Stainless Steel,2022-09-05,247.10,0.59,189.00,433.50,30.40,433.50,30.40,433.50,24.05,433.50,"5,780.40","7,254.27",-1.34,8.64,8.28,-12.34,60.29,6.64,,3.05,6.03,1.13,1.41,28.66,0.04,0.00,3.30,0.37,4.43,80.20,216.77,55.32,35.96,0.00,0.43
Jindal Stainless Ltd.,532508,JSL,INE220G01021,Metals & Mining,Stainless Steel,2022-09-05,129.00,0.00,95.05,224.60,21.40,224.60,21.00,224.60,14.20,243.80,"6,771.01","9,813.72",0.04,9.09,11.11,-14.88,62.43,5.03,6.18,3.56,9.55,1.23,1.16,27.44,0.16,0.00,3.27,0.30,5.18,36.15,104.44,26.84,9.62,0.00,0.43
Jindal Steel & Power Ltd.,532286,JINDALSTEL,INE749A01030,Metals & Mining,Sponge Iron,2022-09-05,425.65,1.78,304.20,577.80,62.00,577.80,62.00,577.80,1.85,796.10,"43,251.74","64,801.08",1.43,11.19,17.10,8.42,64.54,24.95,1.89,5.61,14.75,1.15,0.70,18.97,0.11,0.00,4.48,0.81,3.62,75.53,368.75,117.26,40.96,0.00,0.26
Johnson Controls - Hitachi Air Conditioning India Ltd.,523398,JCHAC,INE782A01015,Consumer Discretionary,ACs & Refrigerators,2022-09-05,"1,583.30",0.41,"1,445.00","2,369.00","1,442.60","3,484.40","1,442.60","3,484.40",9.10,"3,484.40","4,350.81","4,297.35",6.89,3.71,-10.13,-28.10,-0.18,-4.54,29.85,173.62,67.84,5.90,8.49,1.22,-8.93,0.00,37.16,1.63,-79.21,9.22,271.38,-20.20,-39.08,0.00,0.33
Just Dial Ltd.,535648,JUSTDIAL,INE599M01018,Services,E-Commerce,2022-09-05,621.05,2.50,520.00,"1,051.00",250.00,"1,138.00",250.00,"1,138.00",250.00,"1,894.70","5,215.89","5,044.77",1.68,4.19,-4.59,-37.42,-4.58,10.28,,200.69,21.99,1.52,3.24,1.43,23.76,0.00,80.34,7.82,37.49,3.08,407.87,22.48,40.44,0.00,0.41
Kalyan Jewellers India Ltd.,543278,KALYANKJIL,INE303R01014,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-09-05,82.60,-2.59,55.05,85.80,,,,,55.05,89.75,"8,503.09","11,320.83",3.90,17.50,36.53,24.77,,,,22.17,29.79,2.62,2.24,7.75,0.00,0.00,10.77,0.68,34.71,3.72,31.50,2.38,-0.42,0.00,0.04
Krishna Institute Of Medical Sciences Ltd.,543308,KIMS,INE967H01017,Healthcare,Health Services,2022-09-05,"1,271.75",0.72,"1,000.00","1,565.00",,,,,937.55,"1,565.00","10,158.33","10,059.67",5.21,5.28,1.57,2.64,,,,32.40,48.93,6.93,7.54,4.61,2.84,0.00,18.96,6.07,31.35,39.18,183.26,40.49,20.26,0.00,0.19
LatentView Analytics Ltd.,543398,LATENTVIEW,INE0I7C01011,Technology,Software,2022-09-05,382.15,-1.65,305.25,755.00,,,,,305.25,755.00,"7,650.11","7,019.72",2.22,3.52,-2.04,,,,,59.07,91.75,7.25,7.67,1.96,,0.00,49.10,18.76,87.50,,,4.36,5.92,0.00,0.49
Lemon Tree Hotels Ltd.,541233,LEMONTREE,INE970X01018,Services,Hotels,2022-09-05,73.05,1.46,38.50,79.10,13.80,79.10,,,13.80,91.00,"5,791.32","7,350.51",5.64,6.56,6.56,86.11,12.39,,,,112.28,6.85,4.74,1.89,,0.00,32.72,10.49,42.80,-0.42,10.68,1.71,-1.25,0.00,0.08
Macrotech Developers Ltd.,543287,LODHA,INE670K01029,Construction,Real Estate,2022-09-05,"1,103.70",1.38,814.20,"1,539.00",,,,,421.15,"1,539.00","52,913.12","62,400.25",4.37,6.41,1.15,1.39,,,,40.32,43.69,4.44,4.93,4.17,0.15,0.00,25.42,5.14,26.48,27.25,247.17,41.50,-2.47,0.00,0.28
Mahindra Holidays & Resorts India Ltd,533088,MHRIL,INE998I01010,Services,Hotels,2022-09-05,289.20,1.81,185.60,300.00,81.20,300.00,81.20,300.00,81.20,326.67,"5,806.01","5,926.96",10.00,25.30,30.74,28.95,28.12,3.69,9.21,48.92,38.50,6.76,5.64,6.88,-3.44,0.00,11.03,2.58,11.66,5.90,42.70,24.92,14.03,0.00,0.04
Mangalore Refinery & Petrochemicals Ltd.,500109,MRPL,INE103A01014,Energy,Oil Refineries & Marketing,2022-09-05,71.90,-1.10,37.05,127.65,20.75,127.65,20.75,146.70,4.70,149.00,"12,601.19","33,773.95",-1.64,-0.76,-16.59,64.91,16.61,-11.89,1.59,2.14,7.20,1.27,1.21,25.29,-1.00,0.00,3.56,0.12,2.69,33.69,56.58,26.78,18.46,0.00,0.44
Max Financial Services Ltd.,500271,MFSL,INE180A01020,Financial,Misc. Fin.services,2022-09-05,804.10,-1.36,696.50,"1,137.00",276.35,"1,148.05",276.35,"1,148.05",8.84,"1,148.05","27,750.68","-81,955.10",-0.04,-2.24,0.32,-24.63,24.27,5.88,16.21,96.33,91.20,6.94,6.51,-0.53,-8.23,0.00,-193.53,93.79,3.27,8.36,115.99,246.17,11.15,0.00,0.29
Max Healthcare Institute Ltd.,543220,MAXHEALTH,INE027H01010,Healthcare,Health Services,2022-09-05,378.90,-0.28,321.85,472.60,,,,,97.15,472.60,"36,768.54","37,152.32",0.05,0.16,1.66,-0.34,,,,58.27,65.87,5.70,5.80,2.72,0.61,0.00,33.91,9.20,311.97,6.51,66.57,1.22,-4.50,0.00,0.20
Medplus Health Services Ltd.,543427,MEDPLUS,INE804L01022,Healthcare,Health Services,2022-09-05,741.50,0.52,690.45,"1,343.00",,,,,690.45,"1,343.00","8,795.81","8,807.65",-0.72,-0.32,-15.28,,,,,91.81,180.32,6.19,6.48,1.70,,0.00,36.97,2.33,"3,042.48",,,64.53,"-4,789.93",0.00,0.45
MMTC Ltd.,513377,MMTC,INE123F01029,Services,Trading,2022-09-05,41.65,-0.24,31.00,64.80,9.90,64.80,9.90,67.80,0.40,"1,897.72","6,247.50","8,419.20",-1.30,5.84,2.08,-9.55,27.70,1.43,-21.95,,77.91,-20.42,3.42,5.63,,0.00,18.19,0.74,3.67,-1.92,-2.04,11.36,12.22,0.00,0.36
Network 18 Media & Investments Ltd.,532798,NETWORK18,INE870H01013,Services,Media & Entertainment,2022-09-05,75.60,5.44,49.75,117.50,14.70,117.50,14.70,117.50,14.70,628.50,"7,914.93","9,537.72",2.16,11.34,-1.31,45.81,49.78,8.11,10.06,40.66,51.04,10.24,5.03,9.38,1.11,0.00,9.60,1.32,5.88,1.86,7.38,13.00,9.70,0.00,0.36
NUVOCO Vistas Corp Ltd.,543334,NUVOCO,INE118D01016,Materials,Cement,2022-09-05,349.30,-1.44,260.25,577.90,,,,,260.00,577.90,"12,464.75","17,750.41",-0.68,2.96,14.47,-37.72,,,,,578.46,1.41,1.48,2.87,,0.00,12.74,1.28,10.21,-1.73,247.56,34.18,8.01,0.00,0.40
One 97 Communications Ltd.,543396,PAYTM,INE982J01020,Services,E-Commerce,2022-09-05,708.70,-2.54,510.05,"1,961.05",,,,,510.05,"1,961.05","45,981.99","42,007.06",-7.00,-12.40,13.67,,,,,,,3.68,2.88,-5.49,,0.00,-18.52,7.98,-37.19,-40.95,192.79,-19.05,-34.86,0.00,0.64
PB Fintech Ltd.,543390,POLICYBZR,INE417T01026,Services,E-Commerce,2022-09-05,495.35,2.49,454.30,"1,470.00",,,,,454.30,"1,470.00","22,207.54","19,765.20",-3.28,-9.91,-24.87,,,,,,,4.26,4.76,-0.64,,0.00,-222.39,15.59,773.62,,,"1,248.09","-3,273.00",0.00,0.66
PNB Housing Finance Ltd.,540173,PNBHOUSING,INE572E01012,Financial,Housing Finance,2022-09-05,375.70,-1.09,311.45,675.95,145.65,925.00,145.65,"1,675.00",145.65,"1,717.65","6,358.61","52,998.90",5.80,8.54,14.06,-41.81,-16.31,-25.07,,7.68,10.84,0.63,1.05,9.51,0.81,0.00,10.55,1.08,1.02,48.92,593.75,371.06,329.69,0.00,0.44
Prism Johnson Ltd.,500338,PRSMJOHNSN,INE010A01011,Materials,Cement,2022-09-05,126.25,0.28,96.65,160.00,25.70,160.00,25.70,160.00,3.10,160.00,"6,354.88","7,498.47",-0.98,5.83,16.20,-1.41,13.59,3.17,9.89,73.29,36.80,4.86,4.38,3.61,3.08,0.00,13.29,0.96,11.24,1.72,25.91,11.23,0.56,0.00,0.21
PVR Ltd.,532689,PVR,INE191H01014,Services,Leisure & Recreation,2022-09-05,"1,937.65",4.21,"1,224.05","2,214.85",705.33,"2,214.85",705.33,"2,214.85",56.46,"2,214.85","11,879.31","12,272.69",5.70,-9.94,6.64,44.71,9.88,8.53,26.93,,51.39,8.41,5.98,4.26,,0.00,14.40,5.27,71.22,-35.27,231.16,27.34,7.27,0.00,0.13
RBL Bank Ltd.,540065,RBLBANK,INE976G01028,Financial,Banking,2022-09-05,124.05,1.76,74.15,221.30,74.15,415.00,74.15,716.55,74.15,716.55,"7,433.99",854.57,-0.32,28.95,17.03,-27.96,-27.45,-25.32,,14.73,26.35,0.58,1.17,666.69,0.51,0.00,0.35,0.87,1.15,8.42,212.31,107.57,52.76,0.00,0.44
Restaurant Brands Asia Ltd.,543248,RBA,INE07T201019,Services,Restaurants,2022-09-05,133.15,2.03,86.50,171.90,,,,,86.50,219.15,"6,568.25","5,907.38",2.23,10.36,26.33,-15.22,,,,,,3.43,3.28,0.43,,0.00,39.80,5.81,94.97,-1.45,38.83,1.40,-3.16,0.00,0.23
Ruchi Soya Industries Ltd.,500368,PATANJALI,INE619A01035,Consumer Staples,Soyabean Prod.,2022-09-05,"1,317.80",4.91,700.05,"1,324.35",3.32,"1,535.00",3.28,"1,535.00",3.28,"1,535.00","47,882.87","48,915.91",16.26,17.50,21.25,24.87,564.07,133.10,31.76,54.78,27.21,4.47,5.57,3.57,2.64,0.38,27.86,1.83,193.65,24.15,295.92,8.36,2.07,0.00,0.00
Sapphire Foods India Ltd.,543397,SAPPHIRE,INE806T01012,Services,Restaurants,2022-09-05,"1,362.15",0.69,909.00,"1,540.00",,,,,909.00,"1,540.00","8,633.53","8,259.97",8.20,12.04,36.49,,,,,77.91,142.06,8.30,3.43,2.73,,0.00,19.94,4.39,21.86,17.44,163.62,62.15,5.25,0.00,0.12
Sheela Foam Ltd.,540203,SFL,INE916U01025,Consumer Discretionary,Home Furnishings,2022-09-05,"3,260.95",0.56,"2,226.05","4,055.00","1,101.00","4,055.00","1,073.20","4,055.00",850.10,"4,055.00","15,796.12","16,036.78",10.79,14.16,13.78,41.36,39.25,19.56,,67.34,48.62,11.01,9.46,2.62,4.49,0.00,37.98,5.00,80.12,48.09,294.18,40.41,15.82,0.00,0.20
Shree Renuka Sugars Ltd.,532670,RENUKA,INE087H01022,Consumer Staples,Sugar,2022-09-05,47.95,0.52,24.40,63.25,3.20,63.25,3.20,63.25,3.20,123.60,"10,206.11","15,302.23",2.46,0.84,-5.42,88.78,86.85,23.26,4.11,,0.93,-5.40,2.70,3.22,,0.00,24.95,1.35,-75.66,-0.05,-8.88,-0.63,-3.95,0.00,0.24
SIS Ltd.,540673,SIS,INE285J01028,Services,Misc.Other Services,2022-09-05,454.45,0.55,422.05,560.00,313.65,624.10,313.65,702.40,313.65,702.40,"6,654.48","7,244.84",-0.97,1.95,-2.64,-5.33,6.10,3.09,,19.07,24.89,3.12,4.24,6.63,0.82,0.00,13.27,0.64,28.50,23.71,144.79,15.88,16.09,0.00,0.19
SpiceJet Ltd.,500285,SPICEJET,INE285B01017,Services,Air Transport,2022-09-05,45.20,0.11,34.75,87.30,30.65,135.85,30.80,156.90,1.00,156.90,"2,720.34","3,746.30",-3.21,-3.93,-4.34,-36.83,-29.76,,,,13.60,-0.53,,-9.58,,0.00,-201.76,0.35,11.92,-29.85,-85.39,3.80,1.25,0.00,0.48
Star Cement Ltd,540575,STARCEMENT,INE460H01021,Materials,Cement,2022-09-05,94.50,1.07,81.00,111.75,56.00,120.00,56.00,151.90,56.00,151.90,"3,805.36","3,320.21",0.69,-3.03,5.65,-11.85,0.50,-2.73,,15.45,14.96,1.70,2.13,9.85,-7.37,0.00,7.99,1.60,10.80,6.09,55.32,8.54,6.78,0.00,0.15
Star Health & Allied Insurance Co. Ltd.,543412,STARHEALTH,INE575P01011,Insurance,General Insurance,2022-09-05,758.10,2.25,469.05,940.00,,,,,469.05,940.00,"43,587.73","42,136.94",2.43,8.25,6.96,,,,,,,9.19,4.73,0.00,,0.00,,4.44,784.52,,,0.97,-19.64,0.00,0.19
Sterling and Wilson Renewable Energy Ltd.,542760,SWSOLAR,INE00M201021,Capital Goods,Power Projects,2022-09-05,300.65,-0.73,273.15,509.10,69.70,665.00,,,69.70,755.50,"5,707.87","5,920.37",2.87,2.18,-8.21,-7.53,-19.13,,,,13.10,10.18,4.51,-17.61,,0.00,-5.44,1.10,28.40,-62.59,29.56,12.53,12.08,0.00,0.41
Strides Pharma Science Ltd.,532531,STAR,INE939A01011,Healthcare,Drugs & Pharma,2022-09-05,331.00,0.99,263.35,642.40,263.35,"1,000.00",263.35,"1,041.10",47.10,"1,414.00","2,980.42","5,573.33",-0.82,-5.74,1.94,-46.03,-4.48,-18.43,-8.65,,23.35,1.31,1.66,2.23,,0.00,25.07,0.90,-11.56,-43.44,253.15,-28.71,-51.64,0.00,0.48
Sun Pharma Advanced Research Company Ltd.,532872,SPARC,INE232I01014,Healthcare,Drugs & Pharma,2022-09-05,227.85,0.66,170.45,349.00,81.00,349.00,81.00,532.40,35.17,593.96,"6,194.76","6,226.96",-1.94,1.72,4.04,-24.00,15.12,-9.83,12.25,,,-21.71,42.82,-3.33,,0.00,-30.46,43.10,-29.75,-8.25,-1.88,-7.66,-9.27,0.00,0.35
Suzlon Energy Ltd.,532667,SUZLON,INE040H01021,Capital Goods,Electrical Machinery,2022-09-05,10.55,19.89,5.90,13.10,1.65,13.10,1.65,17.50,1.65,469.43,"10,346.84","15,220.01",28.66,48.59,15.93,71.54,44.45,-8.16,-3.62,4.59,9.44,3.50,6.93,4.91,0.35,0.00,15.73,1.53,19.50,2.30,3.02,0.62,0.17,0.00,0.19
Tata Motors Ltd.,500570,TATAMOTORS,INE155A01022,Automobile,Commercial Vehicles,2022-09-05,459.00,-0.60,290.90,536.70,63.50,536.70,63.50,536.70,10.90,605.90,"152,441.94","229,786.74",-1.30,-2.11,6.27,55.30,61.24,3.66,7.04,,22.41,3.86,0.98,1.97,,0.00,9.10,0.54,10.67,-36.12,118.77,37.30,-31.45,0.00,0.14
Tata Teleservices (Maharashtra) Ltd.,532371,TTML,INE517B01013,Communication,Telecom Services,2022-09-05,132.75,-1.85,33.30,291.05,1.80,291.05,1.80,291.05,1.80,291.05,"25,922.34","45,938.75",41.52,21.84,11.32,270.81,281.01,81.45,28.52,,15.02,-1.36,1.39,0.75,,0.00,94.59,23.73,48.69,-6.10,-97.84,2.72,-5.74,0.00,0.54
TCNS Clothing Co Ltd.,541700,TCNSBRANDS,INE778U01029,Textiles,Cloth,2022-09-05,699.00,5.41,494.10,932.55,295.10,932.55,,,295.10,932.55,"4,302.98","3,932.83",20.65,15.62,22.56,3.23,2.24,,,131.31,33.67,7.79,5.66,2.93,-3.54,0.00,21.53,3.99,41.51,5.32,89.68,16.83,5.61,0.00,0.25
TeamLease Services Ltd.,539658,TEAMLEASE,INE985S01024,Services,Business Services,2022-09-05,"3,339.75",0.03,"2,910.00","5,550.00","1,415.35","5,550.00","1,415.35","5,550.00",790.00,"5,550.00","5,675.27","5,409.77",-3.86,1.62,-1.91,-21.44,7.24,17.33,,149.82,64.03,7.92,9.19,2.84,-14.43,0.00,32.67,0.81,-923.17,22.16,418.88,-3.60,-15.83,0.00,0.40
TV18 Broadcast Ltd.,532800,TV18BRDCST,INE886H01027,Services,Media & Entertainment,2022-09-05,44.65,7.46,34.90,82.60,11.85,82.60,11.85,82.60,11.85,216.96,"7,654.62","7,660.36",5.81,16.12,10.11,23.17,30.48,1.52,10.01,14.76,19.96,1.58,1.55,11.82,0.18,0.00,7.71,1.36,5.80,3.02,28.18,7.69,6.40,0.00,0.46
UCO Bank,532505,UCOBANK,INE691A01018,Financial,Banking,2022-09-05,12.25,2.51,10.55,15.30,8.40,22.40,8.40,38.40,8.40,152.40,"14,658.00","1,647.52",0.41,0.82,6.06,-4.67,-6.42,-16.95,-15.38,15.40,39.15,0.70,0.73,534.66,1.22,0.00,0.41,0.96,3.33,0.80,17.62,3.68,-0.88,0.00,0.20
Varroc Engineering Ltd.,541578,VARROC,INE665L01035,Automobile,Auto Ancillaries,2022-09-05,372.80,-1.96,260.00,494.60,119.20,526.60,,,119.20,"1,178.70","5,706.57","8,066.24",10.92,9.23,9.44,32.81,-4.05,,,,61.61,2.87,1.88,-4.11,,0.00,27.85,0.60,12.05,-61.10,130.20,31.00,-28.59,0.00,0.25
Vodafone Idea Ltd.,532822,IDEA,INE669E01016,Communication,Telecom Services,2022-09-05,9.30,3.91,7.05,16.80,2.40,16.80,2.40,71.82,2.40,123.22,"29,806.29","216,231.71",1.64,6.29,1.09,28.28,22.98,-29.26,-14.69,,,-0.43,0.70,-2.93,,0.00,12.84,0.75,1.71,-8.79,-21.57,5.41,-3.43,0.00,0.45
Westlife Development Ltd.,505533,WESTLIFE,INE274F01020,Services,Restaurants,2022-09-05,650.05,0.82,402.30,683.55,267.00,683.55,225.25,683.55,0.01,683.55,"10,136.63","10,118.49",0.85,6.61,41.16,21.72,32.95,,,184.67,182.63,21.14,11.05,1.77,3.85,0.00,34.06,7.81,59.43,3.55,30.99,10.94,1.29,0.00,0.05
Wockhardt Ltd.,532300,WOCKPHARMA,INE049B01025,Healthcare,Drugs & Pharma,2022-09-05,242.70,3.01,201.50,492.05,134.83,741.36,134.83,932.58,61.12,"1,996.06","3,503.54","4,848.62",-0.10,3.08,-7.47,-37.26,4.16,-15.75,-13.95,,35.00,0.93,1.48,1.38,,0.00,20.50,1.18,8.48,-20.70,260.73,28.68,8.54,0.00,0.51
Yes Bank Ltd.,532648,YESBANK,INE528G01035,Financial,Banking,2022-09-05,16.65,2.78,10.80,17.90,5.55,87.95,5.55,404.00,5.55,404.00,"41,716.87","66,306.64",1.22,0.00,25.66,50.00,-34.57,-45.70,-12.94,35.52,18.70,1.22,1.12,23.81,15.58,0.00,23.87,2.13,1.77,0.47,13.61,9.42,7.86,0.00,0.07
Zomato Ltd.,543320,ZOMATO,INE758T01015,Services,E-Commerce,2022-09-05,59.65,-0.17,40.60,169.10,,,,,40.55,169.10,"50,993.21","47,828.76",-3.56,3.11,-17.33,-60.17,,,,,,2.59,3.96,-1.58,,0.00,-40.17,10.71,-73.58,-1.21,23.01,-0.91,-1.16,0.00,0.65
Tata Motors DVR,570001,TATAMTRDVR,IN9155A01020,Automobile,Commercial Vehicles,2022-09-05,227.80,-0.96,137.50,298.65,28.35,298.65,28.35,298.65,21.38,387.30,"8,756.41",,-1.28,-0.02,10.07,62.42,65.83,0.72,5.18,,,,37.06,0.00,,0.00,,,,,,,,,0.24
